NOC,Season,Sport,Bronze,Gold,No Medal,Silver
AFG,Summer,Athletics,0,0,22,0
AFG,Summer,Boxing,0,0,5,0
AFG,Summer,Football,0,0,11,0
AFG,Summer,Hockey,0,0,39,0
AFG,Summer,Judo,0,0,3,0
AFG,Summer,Taekwondo,2,0,2,0
AFG,Summer,Wrestling,0,0,42,0
AHO,Summer,Athletics,0,0,14,0
AHO,Summer,Equestrianism,0,0,2,0
AHO,Summer,Fencing,0,0,4,0
AHO,Summer,Football,0,0,11,0
AHO,Summer,Judo,0,0,3,0
AHO,Summer,Sailing,0,0,5,1
AHO,Summer,Shooting,0,0,7,0
AHO,Summer,Swimming,0,0,11,0
AHO,Summer,Synchronized Swimming,0,0,4,0
AHO,Summer,Triathlon,0,0,1,0
AHO,Summer,Weightlifting,0,0,11,0
AHO,Winter,Bobsleigh,0,0,4,0
AHO,Winter,Luge,0,0,1,0
ALB,Summer,Athletics,0,0,12,0
ALB,Summer,Cycling,0,0,1,0
ALB,Summer,Judo,0,0,2,0
ALB,Summer,Shooting,0,0,16,0
ALB,Summer,Swimming,0,0,11,0
ALB,Summer,Weightlifting,0,0,17,0
ALB,Summer,Wrestling,0,0,4,0
ALB,Winter,Alpine Skiing,0,0,7,0
ALG,Summer,Athletics,2,4,130,3
ALG,Summer,Badminton,0,0,1,0
ALG,Summer,Boxing,5,1,63,0
ALG,Summer,Cycling,0,0,6,0
ALG,Summer,Fencing,0,0,21,0
ALG,Summer,Football,0,0,32,0
ALG,Summer,Gymnastics,0,0,24,0
ALG,Summer,Handball,0,0,59,0
ALG,Summer,Judo,1,0,50,1
ALG,Summer,Rowing,0,0,10,0
ALG,Summer,Sailing,0,0,3,0
ALG,Summer,Shooting,0,0,2,0
ALG,Summer,Swimming,0,0,38,0
ALG,Summer,Table Tennis,0,0,10,0
ALG,Summer,Taekwondo,0,0,1,0
ALG,Summer,Tennis,0,0,2,0
ALG,Summer,Trampolining,0,0,1,0
ALG,Summer,Volleyball,0,0,31,0
ALG,Summer,Weightlifting,0,0,19,0
ALG,Summer,Wrestling,0,0,19,0
ALG,Winter,Alpine Skiing,0,0,10,0
ALG,Winter,Cross Country Skiing,0,0,2,0
AND,Summer,Athletics,0,0,13,0
AND,Summer,Boxing,0,0,1,0
AND,Summer,Canoeing,0,0,1,0
AND,Summer,Cycling,0,0,5,0
AND,Summer,Judo,0,0,6,0
AND,Summer,Sailing,0,0,5,0
AND,Summer,Shooting,0,0,12,0
AND,Summer,Swimming,0,0,10,0
AND,Winter,Alpine Skiing,0,0,105,0
AND,Winter,Biathlon,0,0,2,0
AND,Winter,Cross Country Skiing,0,0,7,0
AND,Winter,Snowboarding,0,0,2,0
ANG,Summer,Athletics,0,0,29,0
ANG,Summer,Basketball,0,0,71,0
ANG,Summer,Beach Volleyball,0,0,2,0
ANG,Summer,Boxing,0,0,7,0
ANG,Summer,Canoeing,0,0,6,0
ANG,Summer,Handball,0,0,84,0
ANG,Summer,Judo,0,0,14,0
ANG,Summer,Rowing,0,0,2,0
ANG,Summer,Sailing,0,0,6,0
ANG,Summer,Shooting,0,0,3,0
ANG,Summer,Swimming,0,0,43,0
ANT,Summer,Athletics,0,0,96,0
ANT,Summer,Boxing,0,0,2,0
ANT,Summer,Canoeing,0,0,3,0
ANT,Summer,Cycling,0,0,17,0
ANT,Summer,Sailing,0,0,9,0
ANT,Summer,Swimming,0,0,6,0
ANZ,Summer,Athletics,1,0,21,0
ANZ,Summer,Boxing,0,0,0,1
ANZ,Summer,Diving,0,0,1,0
ANZ,Summer,Rowing,0,0,10,0
ANZ,Summer,Rugby,0,15,0,0
ANZ,Summer,Shooting,0,0,3,0
ANZ,Summer,Swimming,3,5,22,3
ANZ,Summer,Tennis,1,0,0,0
ARG,Summer,Archery,0,0,2,0
ARG,Summer,Art Competitions,0,0,2,0
ARG,Summer,Athletics,0,2,242,3
ARG,Summer,Basketball,12,12,64,0
ARG,Summer,Beach Volleyball,0,0,14,0
ARG,Summer,Boxing,10,7,109,7
ARG,Summer,Canoeing,0,0,49,0
ARG,Summer,Cycling,0,2,177,0
ARG,Summer,Diving,0,0,9,0
ARG,Summer,Equestrianism,0,0,155,1
ARG,Summer,Fencing,5,0,234,0
ARG,Summer,Figure Skating,0,0,1,0
ARG,Summer,Football,0,34,74,34
ARG,Summer,Golf,0,0,2,0
ARG,Summer,Gymnastics,0,0,133,0
ARG,Summer,Handball,0,0,44,0
ARG,Summer,Hockey,32,18,205,31
ARG,Summer,Judo,1,1,63,0
ARG,Summer,Modern Pentathlon,0,0,18,0
ARG,Summer,Polo,0,9,0,0
ARG,Summer,Rowing,3,2,178,1
ARG,Summer,Rugby Sevens,0,0,13,0
ARG,Summer,Sailing,9,2,157,10
ARG,Summer,Shooting,0,0,119,1
ARG,Summer,Swimming,1,1,251,1
ARG,Summer,Synchronized Swimming,0,0,4,0
ARG,Summer,Table Tennis,0,0,14,0
ARG,Summer,Taekwondo,0,1,6,0
ARG,Summer,Tennis,5,0,82,2
ARG,Summer,Triathlon,0,0,6,0
ARG,Summer,Volleyball,12,0,82,0
ARG,Summer,Water Polo,0,0,28,0
ARG,Summer,Weightlifting,1,0,34,1
ARG,Summer,Wrestling,0,0,68,0
ARG,Winter,Alpine Skiing,0,0,262,0
ARG,Winter,Biathlon,0,0,40,0
ARG,Winter,Bobsleigh,0,0,29,0
ARG,Winter,Cross Country Skiing,0,0,41,0
ARG,Winter,Freestyle Skiing,0,0,3,0
ARG,Winter,Luge,0,0,7,0
ARG,Winter,Skeleton,0,0,1,0
ARG,Winter,Snowboarding,0,0,1,0
ARM,Summer,Athletics,0,0,18,0
ARM,Summer,Boxing,1,0,17,0
ARM,Summer,Canoeing,0,0,2,0
ARM,Summer,Cycling,0,0,1,0
ARM,Summer,Diving,0,0,3,0
ARM,Summer,Gymnastics,0,0,20,0
ARM,Summer,Judo,0,0,8,0
ARM,Summer,Shooting,0,0,9,0
ARM,Summer,Swimming,0,0,8,0
ARM,Summer,Taekwondo,0,0,1,0
ARM,Summer,Tennis,0,0,3,0
ARM,Summer,Weightlifting,5,0,29,2
ARM,Summer,Wrestling,3,2,39,3
ARM,Winter,Alpine Skiing,0,0,11,0
ARM,Winter,Bobsleigh,0,0,4,0
ARM,Winter,Cross Country Skiing,0,0,22,0
ARM,Winter,Figure Skating,0,0,9,0
ARM,Winter,Freestyle Skiing,0,0,1,0
ARU,Summer,Athletics,0,0,9,0
ARU,Summer,Boxing,0,0,2,0
ARU,Summer,Cycling,0,0,3,0
ARU,Summer,Fencing,0,0,2,0
ARU,Summer,Judo,0,0,5,0
ARU,Summer,Sailing,0,0,4,0
ARU,Summer,Swimming,0,0,9,0
ARU,Summer,Synchronized Swimming,0,0,4,0
ARU,Summer,Taekwondo,0,0,1,0
ARU,Summer,Weightlifting,0,0,3,0
ASA,Summer,Archery,0,0,1,0
ASA,Summer,Athletics,0,0,11,0
ASA,Summer,Boxing,0,0,5,0
ASA,Summer,Judo,0,0,3,0
ASA,Summer,Sailing,0,0,2,0
ASA,Summer,Swimming,0,0,4,0
ASA,Summer,Weightlifting,0,0,7,0
ASA,Summer,Wrestling,0,0,2,0
ASA,Winter,Bobsleigh,0,0,2,0
AUS,Summer,Archery,4,1,68,0
AUS,Summer,Art Competitions,0,0,3,0
AUS,Summer,Athletics,28,24,905,37
AUS,Summer,Badminton,0,0,57,0
AUS,Summer,Baseball,0,0,44,24
AUS,Summer,Basketball,24,0,202,36
AUS,Summer,Beach Volleyball,2,2,32,0
AUS,Summer,Boxing,3,0,121,1
AUS,Summer,Canoeing,25,6,201,10
AUS,Summer,Cycling,29,26,344,29
AUS,Summer,Diving,13,3,132,4
AUS,Summer,Equestrianism,12,18,194,7
AUS,Summer,Fencing,0,0,147,0
AUS,Summer,Football,0,0,161,0
AUS,Summer,Golf,0,0,4,0
AUS,Summer,Gymnastics,0,0,513,0
AUS,Summer,Handball,0,0,30,0
AUS,Summer,Hockey,79,64,193,45
AUS,Summer,Judo,2,0,85,0
AUS,Summer,Modern Pentathlon,0,1,52,0
AUS,Summer,Rhythmic Gymnastics,0,0,7,0
AUS,Summer,Rowing,66,22,365,56
AUS,Summer,Rugby Sevens,0,12,13,0
AUS,Summer,Sailing,14,22,157,17
AUS,Summer,Shooting,5,5,233,1
AUS,Summer,Softball,45,0,0,15
AUS,Summer,Swimming,121,118,834,162
AUS,Summer,Synchronized Swimming,0,0,57,0
AUS,Summer,Table Tennis,0,0,72,0
AUS,Summer,Taekwondo,0,1,20,1
AUS,Summer,Tennis,6,2,83,2
AUS,Summer,Trampolining,0,0,5,1
AUS,Summer,Triathlon,2,1,24,2
AUS,Summer,Volleyball,0,0,48,0
AUS,Summer,Water Polo,26,13,210,0
AUS,Summer,Weightlifting,2,1,74,1
AUS,Summer,Wrestling,2,0,98,1
AUS,Winter,Alpine Skiing,1,0,140,0
AUS,Winter,Alpinism,0,1,0,0
AUS,Winter,Biathlon,0,0,22,0
AUS,Winter,Bobsleigh,0,0,41,0
AUS,Winter,Cross Country Skiing,0,0,61,0
AUS,Winter,Figure Skating,0,0,39,0
AUS,Winter,Freestyle Skiing,2,3,53,2
AUS,Winter,Ice Hockey,0,0,17,0
AUS,Winter,Luge,0,0,5,0
AUS,Winter,Nordic Combined,0,0,1,0
AUS,Winter,Short Track Speed Skating,4,1,49,0
AUS,Winter,Skeleton,0,0,8,0
AUS,Winter,Snowboarding,0,1,31,1
AUS,Winter,Speed Skating,0,0,63,0
AUT,Summer,Archery,0,0,4,0
AUT,Summer,Art Competitions,4,3,189,3
AUT,Summer,Athletics,4,1,320,2
AUT,Summer,Badminton,0,0,9,0
AUT,Summer,Beach Volleyball,0,0,20,0
AUT,Summer,Boxing,0,0,37,0
AUT,Summer,Canoeing,10,4,99,7
AUT,Summer,Cycling,2,1,211,0
AUT,Summer,Diving,1,0,74,0
AUT,Summer,Equestrianism,1,1,104,4
AUT,Summer,Fencing,5,1,202,7
AUT,Summer,Football,0,0,37,13
AUT,Summer,Golf,0,0,2,0
AUT,Summer,Gymnastics,0,2,362,1
AUT,Summer,Handball,0,0,44,22
AUT,Summer,Hockey,0,0,55,0
AUT,Summer,Judo,1,2,48,2
AUT,Summer,Modern Pentathlon,0,0,37,0
AUT,Summer,Rhythmic Gymnastics,0,0,6,0
AUT,Summer,Rowing,4,0,123,5
AUT,Summer,Sailing,2,5,115,5
AUT,Summer,Shooting,5,1,174,2
AUT,Summer,Swimming,9,2,192,6
AUT,Summer,Synchronized Swimming,0,0,14,0
AUT,Summer,Table Tennis,0,0,55,0
AUT,Summer,Taekwondo,0,0,3,0
AUT,Summer,Tennis,0,0,37,2
AUT,Summer,Triathlon,0,1,12,0
AUT,Summer,Tug-Of-War,0,0,8,0
AUT,Summer,Water Polo,0,0,28,0
AUT,Summer,Weightlifting,2,4,71,5
AUT,Summer,Wrestling,3,1,89,2
AUT,Winter,Alpine Skiing,41,34,442,39
AUT,Winter,Biathlon,5,0,156,6
AUT,Winter,Bobsleigh,0,4,186,8
AUT,Winter,Cross Country Skiing,2,1,236,2
AUT,Winter,Figure Skating,5,9,76,11
AUT,Winter,Freestyle Skiing,0,0,24,1
AUT,Winter,Ice Hockey,0,0,241,0
AUT,Winter,Luge,9,8,109,10
AUT,Winter,Nordic Combined,18,9,78,2
AUT,Winter,Short Track Speed Skating,0,0,5,0
AUT,Winter,Skeleton,0,0,10,1
AUT,Winter,Ski Jumping,16,12,124,15
AUT,Winter,Snowboarding,4,1,66,1
AUT,Winter,Speed Skating,3,1,157,2
AZE,Summer,Archery,0,0,1,0
AZE,Summer,Athletics,0,0,21,0
AZE,Summer,Boxing,7,0,29,1
AZE,Summer,Canoeing,1,0,5,1
AZE,Summer,Cycling,0,0,6,0
AZE,Summer,Diving,0,0,2,0
AZE,Summer,Equestrianism,0,0,2,0
AZE,Summer,Fencing,0,0,4,0
AZE,Summer,Gymnastics,0,0,18,0
AZE,Summer,Judo,1,1,25,2
AZE,Summer,Rhythmic Gymnastics,0,0,11,0
AZE,Summer,Rowing,0,0,4,0
AZE,Summer,Shooting,2,1,11,0
AZE,Summer,Swimming,0,0,11,0
AZE,Summer,Taekwondo,2,1,6,0
AZE,Summer,Triathlon,0,0,1,0
AZE,Summer,Weightlifting,1,0,20,0
AZE,Summer,Wrestling,11,4,44,8
AZE,Winter,Alpine Skiing,0,0,7,0
AZE,Winter,Figure Skating,0,0,11,0
BAH,Summer,Athletics,13,12,215,11
BAH,Summer,Boxing,0,0,7,0
BAH,Summer,Cycling,0,0,2,0
BAH,Summer,Diving,0,0,1,0
BAH,Summer,Rowing,0,0,1,0
BAH,Summer,Sailing,2,2,50,0
BAH,Summer,Swimming,0,0,43,0
BAH,Summer,Tennis,0,0,13,0
BAH,Summer,Wrestling,0,0,2,0
BAN,Summer,Archery,0,0,2,0
BAN,Summer,Athletics,0,0,28,0
BAN,Summer,Golf,0,0,1,0
BAN,Summer,Gymnastics,0,0,3,0
BAN,Summer,Shooting,0,0,8,0
BAN,Summer,Swimming,0,0,13,0
BAR,Summer,Athletics,1,0,108,0
BAR,Summer,Boxing,0,0,9,0
BAR,Summer,Cycling,0,0,24,0
BAR,Summer,Diving,0,0,1,0
BAR,Summer,Gymnastics,0,0,7,0
BAR,Summer,Judo,0,0,5,0
BAR,Summer,Sailing,0,0,15,0
BAR,Summer,Shooting,0,0,8,0
BAR,Summer,Swimming,0,0,36,0
BAR,Summer,Synchronized Swimming,0,0,1,0
BAR,Summer,Tennis,0,0,1,0
BAR,Summer,Triathlon,0,0,1,0
BAR,Summer,Weightlifting,0,0,2,0
BDI,Summer,Athletics,0,1,28,1
BDI,Summer,Judo,0,0,2,0
BDI,Summer,Swimming,0,0,7,0
BEL,Summer,Archery,3,35,29,14
BEL,Summer,Art Competitions,5,2,163,1
BEL,Summer,Athletics,2,4,503,10
BEL,Summer,Badminton,0,0,6,0
BEL,Summer,Basketball,0,0,34,0
BEL,Summer,Beach Volleyball,0,0,2,0
BEL,Summer,Boxing,2,1,53,1
BEL,Summer,Canoeing,0,0,96,0
BEL,Summer,Cycling,22,13,293,12
BEL,Summer,Diving,0,0,12,0
BEL,Summer,Equestrianism,11,7,183,5
BEL,Summer,Fencing,19,10,296,19
BEL,Summer,Figure Skating,0,0,2,0
BEL,Summer,Football,9,14,44,0
BEL,Summer,Golf,0,0,3,0
BEL,Summer,Gymnastics,24,0,152,24
BEL,Summer,Hockey,14,0,198,16
BEL,Summer,Ice Hockey,0,0,7,0
BEL,Summer,Judo,9,2,43,1
BEL,Summer,Modern Pentathlon,0,0,15,0
BEL,Summer,Polo,0,0,4,0
BEL,Summer,Rhythmic Gymnastics,0,0,4,0
BEL,Summer,Rowing,4,0,150,26
BEL,Summer,Sailing,7,4,74,8
BEL,Summer,Shooting,3,1,200,13
BEL,Summer,Swimming,2,1,274,2
BEL,Summer,Synchronized Swimming,0,0,5,0
BEL,Summer,Table Tennis,0,0,14,0
BEL,Summer,Taekwondo,0,0,4,0
BEL,Summer,Tennis,2,1,77,0
BEL,Summer,Triathlon,0,0,12,0
BEL,Summer,Tug-Of-War,8,0,0,0
BEL,Summer,Volleyball,0,0,12,0
BEL,Summer,Water Polo,18,0,46,36
BEL,Summer,Weightlifting,1,1,42,2
BEL,Summer,Wrestling,1,0,109,3
BEL,Winter,Alpine Skiing,0,0,48,0
BEL,Winter,Bobsleigh,5,0,47,4
BEL,Winter,Figure Skating,1,2,18,0
BEL,Winter,Freestyle Skiing,0,0,1,0
BEL,Winter,Ice Hockey,0,0,33,0
BEL,Winter,Short Track Speed Skating,0,0,31,0
BEL,Winter,Snowboarding,0,0,1,0
BEL,Winter,Speed Skating,1,0,49,0
BEN,Summer,Athletics,0,0,42,0
BEN,Summer,Boxing,0,0,13,0
BEN,Summer,Cycling,0,0,2,0
BEN,Summer,Fencing,0,0,1,0
BEN,Summer,Judo,0,0,3,0
BEN,Summer,Swimming,0,0,7,0
BEN,Summer,Taekwondo,0,0,2,0
BEN,Summer,Tennis,0,0,1,0
BER,Summer,Athletics,0,0,62,0
BER,Summer,Boxing,1,0,3,0
BER,Summer,Cycling,0,0,4,0
BER,Summer,Diving,0,0,4,0
BER,Summer,Equestrianism,0,0,11,0
BER,Summer,Rowing,0,0,2,0
BER,Summer,Sailing,0,0,61,0
BER,Summer,Swimming,0,0,51,0
BER,Summer,Tennis,0,0,1,0
BER,Summer,Triathlon,0,0,5,0
BER,Winter,Cross Country Skiing,0,0,2,0
BER,Winter,Luge,0,0,4,0
BER,Winter,Skeleton,0,0,1,0
BHU,Summer,Archery,0,0,34,0
BHU,Summer,Shooting,0,0,2,0
BIH,Summer,Athletics,0,0,21,0
BIH,Summer,Canoeing,0,0,3,0
BIH,Summer,Judo,0,0,7,0
BIH,Summer,Shooting,0,0,19,0
BIH,Summer,Swimming,0,0,15,0
BIH,Summer,Table Tennis,0,0,2,0
BIH,Summer,Taekwondo,0,0,1,0
BIH,Summer,Tennis,0,0,3,0
BIH,Summer,Weightlifting,0,0,1,0
BIH,Summer,Wrestling,0,0,1,0
BIH,Winter,Alpine Skiing,0,0,29,0
BIH,Winter,Biathlon,0,0,8,0
BIH,Winter,Bobsleigh,0,0,12,0
BIH,Winter,Cross Country Skiing,0,0,9,0
BIH,Winter,Luge,0,0,3,0
BIZ,Summer,Athletics,0,0,38,0
BIZ,Summer,Boxing,0,0,1,0
BIZ,Summer,Cycling,0,0,27,0
BIZ,Summer,Judo,0,0,2,0
BIZ,Summer,Shooting,0,0,6,0
BIZ,Summer,Taekwondo,0,0,1,0
BIZ,Summer,Weightlifting,0,0,1,0
BLR,Summer,Archery,0,0,10,0
BLR,Summer,Athletics,7,4,229,6
BLR,Summer,Badminton,0,0,6,0
BLR,Summer,Basketball,0,0,22,0
BLR,Summer,Boxing,0,0,20,2
BLR,Summer,Canoeing,12,6,38,4
BLR,Summer,Cycling,1,0,37,0
BLR,Summer,Diving,0,0,19,0
BLR,Summer,Equestrianism,0,0,6,0
BLR,Summer,Fencing,0,0,24,0
BLR,Summer,Football,0,0,16,0
BLR,Summer,Gymnastics,4,0,232,0
BLR,Summer,Judo,1,1,22,0
BLR,Summer,Modern Pentathlon,1,0,13,0
BLR,Summer,Rhythmic Gymnastics,7,0,26,14
BLR,Summer,Rowing,14,2,49,1
BLR,Summer,Sailing,0,0,19,0
BLR,Summer,Shooting,4,1,80,2
BLR,Summer,Swimming,1,0,88,2
BLR,Summer,Synchronized Swimming,0,0,8,0
BLR,Summer,Table Tennis,0,0,28,0
BLR,Summer,Tennis,1,2,27,0
BLR,Summer,Trampolining,0,1,11,0
BLR,Summer,Weightlifting,6,1,36,5
BLR,Summer,Wrestling,7,0,56,4
BLR,Winter,Alpine Skiing,0,0,14,0
BLR,Winter,Biathlon,3,3,177,2
BLR,Winter,Cross Country Skiing,0,0,182,0
BLR,Winter,Figure Skating,0,0,10,0
BLR,Winter,Freestyle Skiing,2,3,27,1
BLR,Winter,Ice Hockey,0,0,69,0
BLR,Winter,Nordic Combined,0,0,5,0
BLR,Winter,Short Track Speed Skating,0,0,7,0
BLR,Winter,Ski Jumping,0,0,12,0
BLR,Winter,Speed Skating,0,0,23,1
BOH,Summer,Art Competitions,0,0,1,0
BOH,Summer,Athletics,0,0,38,1
BOH,Summer,Cycling,0,0,11,0
BOH,Summer,Fencing,6,0,45,0
BOH,Summer,Gymnastics,0,0,7,0
BOH,Summer,Rowing,0,0,1,0
BOH,Summer,Shooting,0,0,5,0
BOH,Summer,Tennis,5,0,23,0
BOH,Summer,Wrestling,0,0,10,0
BOL,Summer,Art Competitions,0,0,1,0
BOL,Summer,Athletics,0,0,39,0
BOL,Summer,Boxing,0,0,1,0
BOL,Summer,Canoeing,0,0,2,0
BOL,Summer,Cycling,0,0,10,0
BOL,Summer,Diving,0,0,2,0
BOL,Summer,Equestrianism,0,0,3,0
BOL,Summer,Fencing,0,0,4,0
BOL,Summer,Gymnastics,0,0,5,0
BOL,Summer,Judo,0,0,6,0
BOL,Summer,Shooting,0,0,20,0
BOL,Summer,Swimming,0,0,23,0
BOL,Summer,Tennis,0,0,1,0
BOL,Summer,Weightlifting,0,0,3,0
BOL,Summer,Wrestling,0,0,1,0
BOL,Winter,Alpine Skiing,0,0,31,0
BOT,Summer,Athletics,0,0,73,1
BOT,Summer,Boxing,0,0,10,0
BOT,Summer,Judo,0,0,1,0
BOT,Summer,Sailing,0,0,1,0
BOT,Summer,Swimming,0,0,4,0
BRA,Summer,Archery,0,0,21,0
BRA,Summer,Art Competitions,0,0,1,0
BRA,Summer,Athletics,14,5,493,7
BRA,Summer,Badminton,0,0,2,0
BRA,Summer,Basketball,46,0,197,12
BRA,Summer,Beach Volleyball,6,6,22,14
BRA,Summer,Boxing,3,1,75,1
BRA,Summer,Canoeing,1,0,45,3
BRA,Summer,Cycling,0,0,95,0
BRA,Summer,Diving,0,0,46,0
BRA,Summer,Equestrianism,8,1,161,0
BRA,Summer,Fencing,0,0,94,0
BRA,Summer,Football,34,17,170,85
BRA,Summer,Golf,0,0,3,0
BRA,Summer,Gymnastics,1,1,197,2
BRA,Summer,Handball,0,0,144,0
BRA,Summer,Hockey,0,0,16,0
BRA,Summer,Judo,15,4,98,3
BRA,Summer,Modern Pentathlon,1,0,30,0
BRA,Summer,Rhythmic Gymnastics,0,0,26,0
BRA,Summer,Rowing,0,0,137,0
BRA,Summer,Rugby Sevens,0,0,25,0
BRA,Summer,Sailing,16,12,147,6
BRA,Summer,Shooting,5,1,114,2
BRA,Summer,Swimming,15,1,487,4
BRA,Summer,Synchronized Swimming,0,0,33,0
BRA,Summer,Table Tennis,0,0,56,0
BRA,Summer,Taekwondo,2,0,11,0
BRA,Summer,Tennis,0,0,43,0
BRA,Summer,Trampolining,0,0,1,0
BRA,Summer,Triathlon,0,0,20,0
BRA,Summer,Volleyball,24,60,165,36
BRA,Summer,Water Polo,0,0,96,0
BRA,Summer,Weightlifting,0,0,25,0
BRA,Summer,Wrestling,0,0,13,0
BRA,Winter,Alpine Skiing,0,0,33,0
BRA,Winter,Biathlon,0,0,2,0
BRA,Winter,Bobsleigh,0,0,14,0
BRA,Winter,Cross Country Skiing,0,0,8,0
BRA,Winter,Figure Skating,0,0,1,0
BRA,Winter,Freestyle Skiing,0,0,1,0
BRA,Winter,Luge,0,0,2,0
BRA,Winter,Snowboarding,0,0,3,0
BRN,Summer,Athletics,1,1,70,1
BRN,Summer,Cycling,0,0,7,0
BRN,Summer,Fencing,0,0,7,0
BRN,Summer,Modern Pentathlon,0,0,12,0
BRN,Summer,Sailing,0,0,5,0
BRN,Summer,Shooting,0,0,9,0
BRN,Summer,Swimming,0,0,12,0
BRN,Summer,Wrestling,0,0,1,0
BRU,Summer,Athletics,0,0,6,0
BRU,Summer,Badminton,0,0,1,0
BRU,Summer,Shooting,0,0,2,0
BRU,Summer,Swimming,0,0,1,0
BUL,Summer,Archery,0,0,7,0
BUL,Summer,Art Competitions,0,0,5,0
BUL,Summer,Athletics,6,5,287,8
BUL,Summer,Badminton,0,0,32,0
BUL,Summer,Basketball,12,0,61,12
BUL,Summer,Beach Volleyball,0,0,4,0
BUL,Summer,Boxing,9,4,81,5
BUL,Summer,Canoeing,18,4,105,6
BUL,Summer,Cycling,0,0,81,0
BUL,Summer,Diving,0,0,5,0
BUL,Summer,Equestrianism,0,0,72,3
BUL,Summer,Fencing,0,0,46,0
BUL,Summer,Football,14,0,37,18
BUL,Summer,Gymnastics,6,2,964,2
BUL,Summer,Judo,2,0,24,1
BUL,Summer,Modern Pentathlon,0,0,28,0
BUL,Summer,Rhythmic Gymnastics,11,0,30,7
BUL,Summer,Rowing,16,5,142,13
BUL,Summer,Sailing,0,0,11,0
BUL,Summer,Shooting,6,4,125,6
BUL,Summer,Swimming,1,1,121,1
BUL,Summer,Synchronized Swimming,0,0,2,0
BUL,Summer,Table Tennis,0,0,3,0
BUL,Summer,Tennis,1,0,15,0
BUL,Summer,Volleyball,10,0,84,12
BUL,Summer,Water Polo,0,0,22,0
BUL,Summer,Weightlifting,8,12,57,16
BUL,Summer,Wrestling,21,16,154,32
BUL,Winter,Alpine Skiing,0,0,143,0
BUL,Winter,Biathlon,1,1,137,0
BUL,Winter,Bobsleigh,0,0,20,0
BUL,Winter,Cross Country Skiing,1,0,175,0
BUL,Winter,Figure Skating,0,0,18,0
BUL,Winter,Ice Hockey,0,0,18,0
BUL,Winter,Luge,0,0,12,0
BUL,Winter,Nordic Combined,0,0,1,0
BUL,Winter,Short Track Speed Skating,1,0,28,2
BUL,Winter,Ski Jumping,0,0,23,0
BUL,Winter,Snowboarding,0,0,8,0
BUR,Summer,Athletics,0,0,26,0
BUR,Summer,Boxing,0,0,4,0
BUR,Summer,Fencing,0,0,1,0
BUR,Summer,Judo,0,0,6,0
BUR,Summer,Swimming,0,0,7,0
CAF,Summer,Archery,0,0,1,0
CAF,Summer,Athletics,0,0,29,0
CAF,Summer,Basketball,0,0,12,0
CAF,Summer,Boxing,0,0,6,0
CAF,Summer,Cycling,0,0,7,0
CAF,Summer,Judo,0,0,4,0
CAF,Summer,Swimming,0,0,3,0
CAF,Summer,Taekwondo,0,0,4,0
CAF,Summer,Wrestling,0,0,1,0
CAM,Summer,Athletics,0,0,17,0
CAM,Summer,Boxing,0,0,5,0
CAM,Summer,Cycling,0,0,8,0
CAM,Summer,Equestrianism,0,0,2,0
CAM,Summer,Judo,0,0,1,0
CAM,Summer,Sailing,0,0,3,0
CAM,Summer,Swimming,0,0,23,0
CAM,Summer,Taekwondo,0,0,2,0
CAM,Summer,Wrestling,0,0,2,0
CAN,Summer,Archery,0,0,46,0
CAN,Summer,Art Competitions,1,0,81,1
CAN,Summer,Athletics,50,22,1055,26
CAN,Summer,Badminton,0,0,61,0
CAN,Summer,Baseball,0,0,48,0
CAN,Summer,Basketball,0,0,169,9
CAN,Summer,Beach Volleyball,2,0,24,0
CAN,Summer,Boxing,7,3,124,7
CAN,Summer,Canoeing,15,5,267,13
CAN,Summer,Cycling,17,1,299,5
CAN,Summer,Diving,12,1,138,5
CAN,Summer,Equestrianism,8,4,243,5
CAN,Summer,Fencing,0,0,258,0
CAN,Summer,Football,36,13,46,0
CAN,Summer,Golf,0,1,6,0
CAN,Summer,Gymnastics,0,1,704,0
CAN,Summer,Handball,0,0,28,0
CAN,Summer,Hockey,0,0,155,0
CAN,Summer,Ice Hockey,0,8,0,0
CAN,Summer,Judo,3,0,76,2
CAN,Summer,Lacrosse,12,24,0,0
CAN,Summer,Modern Pentathlon,0,0,29,0
CAN,Summer,Rhythmic Gymnastics,0,1,14,0
CAN,Summer,Rowing,63,50,356,90
CAN,Summer,Rugby Sevens,12,0,0,0
CAN,Summer,Sailing,15,0,187,10
CAN,Summer,Shooting,7,4,199,13
CAN,Summer,Softball,0,0,60,0
CAN,Summer,Swimming,65,8,897,25
CAN,Summer,Synchronized Swimming,8,4,41,14
CAN,Summer,Table Tennis,0,0,45,0
CAN,Summer,Taekwondo,1,0,8,1
CAN,Summer,Tennis,0,2,55,0
CAN,Summer,Trampolining,2,2,6,3
CAN,Summer,Triathlon,0,1,23,1
CAN,Summer,Volleyball,0,0,84,0
CAN,Summer,Water Polo,0,0,74,0
CAN,Summer,Weightlifting,1,0,56,2
CAN,Summer,Wrestling,7,3,157,7
CAN,Winter,Alpine Skiing,6,4,408,1
CAN,Winter,Biathlon,1,2,149,0
CAN,Winter,Bobsleigh,4,10,151,4
CAN,Winter,Cross Country Skiing,0,2,367,2
CAN,Winter,Curling,10,23,0,15
CAN,Winter,Figure Skating,14,7,185,22
CAN,Winter,Freestyle Skiing,3,8,85,7
CAN,Winter,Ice Hockey,35,212,121,93
CAN,Winter,Luge,0,0,91,0
