NOC,Season,Sport,Bronze,Gold,No Medal,Silver
FRA,Summer,Polo,3,0,9,1
FRA,Summer,Rhythmic Gymnastics,0,0,20,0
FRA,Summer,Rowing,51,20,412,48
FRA,Summer,Rugby,0,15,0,34
FRA,Summer,Rugby Sevens,0,0,25,0
FRA,Summer,Sailing,48,30,366,39
FRA,Summer,Shooting,30,12,525,27
FRA,Summer,Swimming,34,13,807,33
FRA,Summer,Synchronized Swimming,2,0,39,0
FRA,Summer,Table Tennis,2,0,41,1
FRA,Summer,Taekwondo,4,0,7,3
FRA,Summer,Tennis,15,12,136,11
FRA,Summer,Trampolining,0,0,6,0
FRA,Summer,Triathlon,0,0,26,0
FRA,Summer,Tug-Of-War,0,0,0,5
FRA,Summer,Volleyball,0,0,46,0
FRA,Summer,Water Polo,23,7,95,0
FRA,Summer,Weightlifting,4,9,113,3
FRA,Summer,Wrestling,9,4,179,4
FRA,Winter,Alpine Skiing,15,15,431,15
FRA,Winter,Biathlon,24,8,237,8
FRA,Winter,Bobsleigh,4,0,148,0
FRA,Winter,Cross Country Skiing,4,0,378,1
FRA,Winter,Curling,4,0,10,0
FRA,Winter,Figure Skating,9,6,110,3
FRA,Winter,Freestyle Skiing,6,2,51,4
FRA,Winter,Ice Hockey,0,0,162,0
FRA,Winter,Luge,0,0,20,0
FRA,Winter,Military Ski Patrol,4,0,0,0
FRA,Winter,Nordic Combined,4,2,82,1
FRA,Winter,Short Track Speed Skating,0,0,74,0
FRA,Winter,Skeleton,0,0,5,0
FRA,Winter,Ski Jumping,1,0,95,0
FRA,Winter,Snowboarding,4,3,63,3
FRA,Winter,Speed Skating,0,0,109,0
FRG,Summer,Archery,0,0,24,0
FRG,Summer,Athletics,39,15,321,17
FRG,Summer,Basketball,0,0,24,0
FRG,Summer,Boxing,5,1,31,0
FRG,Summer,Canoeing,4,3,90,7
FRG,Summer,Cycling,8,11,65,9
FRG,Summer,Diving,0,0,39,0
FRG,Summer,Equestrianism,20,29,45,13
FRG,Summer,Fencing,1,23,105,24
FRG,Summer,Football,18,0,33,0
FRG,Summer,Gymnastics,1,0,393,0
FRG,Summer,Handball,0,0,43,15
FRG,Summer,Hockey,0,18,49,48
FRG,Summer,Judo,3,1,18,4
FRG,Summer,Modern Pentathlon,0,0,30,0
FRG,Summer,Rhythmic Gymnastics,1,0,3,0
FRG,Summer,Rowing,19,28,127,4
FRG,Summer,Sailing,6,4,50,4
FRG,Summer,Shooting,3,4,70,4
FRG,Summer,Swimming,39,3,297,17
FRG,Summer,Synchronized Swimming,0,0,10,0
FRG,Summer,Table Tennis,0,0,10,0
FRG,Summer,Tennis,2,1,6,0
FRG,Summer,Volleyball,0,0,34,0
FRG,Summer,Water Polo,12,0,46,0
FRG,Summer,Weightlifting,3,2,24,2
FRG,Summer,Wrestling,4,1,67,4
FRG,Winter,Alpine Skiing,1,3,137,5
FRG,Winter,Biathlon,8,1,35,5
FRG,Winter,Bobsleigh,8,2,56,6
FRG,Winter,Cross Country Skiing,0,0,128,0
FRG,Winter,Figure Skating,3,0,42,0
FRG,Winter,Ice Hockey,18,0,101,0
FRG,Winter,Luge,7,2,42,5
FRG,Winter,Nordic Combined,0,4,20,1
FRG,Winter,Ski Jumping,0,0,39,0
FRG,Winter,Speed Skating,0,3,75,0
FSM,Summer,Athletics,0,0,10,0
FSM,Summer,Boxing,0,0,1,0
FSM,Summer,Swimming,0,0,10,0
FSM,Summer,Weightlifting,0,0,4,0
FSM,Summer,Wrestling,0,0,1,0
GAB,Summer,Athletics,0,0,22,0
GAB,Summer,Boxing,0,0,12,0
GAB,Summer,Football,0,0,15,0
GAB,Summer,Judo,0,0,10,0
GAB,Summer,Swimming,0,0,1,0
GAB,Summer,Taekwondo,0,0,2,1
GAM,Summer,Athletics,0,0,50,0
GAM,Summer,Boxing,0,0,1,0
GAM,Summer,Judo,0,0,1,0
GAM,Summer,Swimming,0,0,1,0
GAM,Summer,Wrestling,0,0,3,0
GBR,Summer,Archery,9,2,120,2
GBR,Summer,Art Competitions,1,3,330,5
GBR,Summer,Athletics,127,78,1906,133
GBR,Summer,Badminton,4,0,77,2
GBR,Summer,Basketball,0,0,37,0
GBR,Summer,Beach Volleyball,0,0,6,0
GBR,Summer,Boxing,25,18,168,13
GBR,Summer,Canoeing,6,6,240,10
GBR,Summer,Cricket,0,12,0,9
GBR,Summer,Cycling,55,59,452,68
GBR,Summer,Diving,7,2,208,4
GBR,Summer,Equestrianism,23,26,295,34
GBR,Summer,Fencing,0,1,562,27
GBR,Summer,Figure Skating,6,1,11,3
GBR,Summer,Football,1,36,116,8
GBR,Summer,Golf,1,1,8,1
GBR,Summer,Gymnastics,46,2,1076,3
GBR,Summer,Handball,0,0,28,0
GBR,Summer,Hockey,82,57,259,24
GBR,Summer,Jeu De Paume,1,0,7,1
GBR,Summer,Judo,11,0,92,8
GBR,Summer,Lacrosse,0,0,0,12
GBR,Summer,Modern Pentathlon,5,4,95,2
GBR,Summer,Motorboating,0,6,10,0
GBR,Summer,Polo,5,11,0,14
GBR,Summer,Racquets,4,3,2,3
GBR,Summer,Rhythmic Gymnastics,0,0,13,0
GBR,Summer,Rowing,42,109,438,119
GBR,Summer,Rugby,0,0,0,30
GBR,Summer,Rugby Sevens,0,0,12,12
GBR,Summer,Sailing,24,71,192,48
GBR,Summer,Shooting,34,29,372,36
GBR,Summer,Swimming,55,23,1164,49
GBR,Summer,Synchronized Swimming,0,0,30,0
GBR,Summer,Table Tennis,0,0,34,0
GBR,Summer,Taekwondo,3,2,11,1
GBR,Summer,Tennis,19,25,124,23
GBR,Summer,Trampolining,0,0,8,1
GBR,Summer,Triathlon,2,2,24,1
GBR,Summer,Tug-Of-War,8,16,0,16
GBR,Summer,Volleyball,0,0,24,0
GBR,Summer,Water Polo,1,27,79,0
GBR,Summer,Weightlifting,3,1,121,3
GBR,Summer,Wrestling,10,3,181,4
GBR,Winter,Alpine Skiing,0,0,338,0
GBR,Winter,Alpinism,0,12,0,0
GBR,Winter,Biathlon,0,0,106,0
GBR,Winter,Bobsleigh,8,2,196,4
GBR,Winter,Cross Country Skiing,0,0,130,0
GBR,Winter,Curling,4,9,35,4
GBR,Winter,Figure Skating,4,5,143,1
GBR,Winter,Freestyle Skiing,0,0,22,0
GBR,Winter,Ice Hockey,10,12,26,0
GBR,Winter,Luge,0,0,45,0
GBR,Winter,Nordic Combined,0,0,1,0
GBR,Winter,Short Track Speed Skating,1,0,69,0
GBR,Winter,Skeleton,3,2,12,1
GBR,Winter,Ski Jumping,0,0,4,0
GBR,Winter,Snowboarding,1,0,15,0
GBR,Winter,Speed Skating,0,0,114,0
GBS,Summer,Athletics,0,0,12,0
GBS,Summer,Judo,0,0,1,0
GBS,Summer,Wrestling,0,0,8,0
GDR,Summer,Athletics,39,50,226,51
GDR,Summer,Boxing,6,5,32,2
GDR,Summer,Canoeing,17,24,47,11
GDR,Summer,Cycling,4,9,41,20
GDR,Summer,Diving,3,2,36,2
GDR,Summer,Equestrianism,0,0,28,0
GDR,Summer,Fencing,0,0,49,1
GDR,Summer,Football,17,17,0,17
GDR,Summer,Gymnastics,52,6,334,28
GDR,Summer,Handball,14,14,29,14
GDR,Summer,Hockey,0,0,14,0
GDR,Summer,Judo,6,1,12,2
GDR,Summer,Modern Pentathlon,0,0,6,0
GDR,Summer,Rowing,21,139,21,24
GDR,Summer,Sailing,6,4,32,5
GDR,Summer,Shooting,5,3,55,8
GDR,Summer,Swimming,29,62,182,61
GDR,Summer,Volleyball,0,0,36,24
GDR,Summer,Water Polo,0,0,11,0
GDR,Summer,Weightlifting,6,1,20,4
GDR,Summer,Wrestling,2,2,50,3
GDR,Winter,Alpine Skiing,0,0,3,0
GDR,Winter,Biathlon,10,3,35,7
GDR,Winter,Bobsleigh,8,16,10,14
GDR,Winter,Cross Country Skiing,4,5,133,1
GDR,Winter,Figure Skating,7,3,31,4
GDR,Winter,Ice Hockey,0,0,18,0
GDR,Winter,Luge,10,18,25,9
GDR,Winter,Nordic Combined,4,3,17,0
GDR,Winter,Ski Jumping,2,2,36,3
GDR,Winter,Speed Skating,9,8,71,12
GEO,Summer,Archery,0,0,18,0
GEO,Summer,Athletics,0,0,18,0
GEO,Summer,Beach Volleyball,0,0,4,0
GEO,Summer,Boxing,1,0,10,0
GEO,Summer,Canoeing,0,0,1,0
GEO,Summer,Cycling,0,0,1,0
GEO,Summer,Diving,0,0,3,0
GEO,Summer,Fencing,0,0,2,0
GEO,Summer,Gymnastics,0,0,24,0
GEO,Summer,Judo,3,3,33,2
GEO,Summer,Modern Pentathlon,0,0,1,0
GEO,Summer,Rhythmic Gymnastics,0,0,3,0
GEO,Summer,Sailing,0,0,2,0
GEO,Summer,Shooting,1,0,18,0
GEO,Summer,Swimming,0,0,7,0
GEO,Summer,Tennis,0,0,4,0
GEO,Summer,Trampolining,0,0,5,0
GEO,Summer,Weightlifting,2,2,12,0
GEO,Summer,Wrestling,11,3,49,4
GEO,Winter,Alpine Skiing,0,0,24,0
GEO,Winter,Figure Skating,0,0,7,0
GEO,Winter,Luge,0,0,2,0
GEO,Winter,Ski Jumping,0,0,6,0
GEQ,Summer,Athletics,0,0,37,0
GEQ,Summer,Judo,0,0,1,0
GEQ,Summer,Swimming,0,0,2,0
GER,Summer,Alpinism,0,2,0,0
GER,Summer,Archery,3,0,31,4
GER,Summer,Art Competitions,9,9,330,8
GER,Summer,Athletics,65,25,1100,64
GER,Summer,Badminton,0,0,50,0
GER,Summer,Basketball,0,0,34,0
GER,Summer,Beach Volleyball,2,4,36,0
GER,Summer,Boxing,12,5,79,12
GER,Summer,Canoeing,33,77,118,53
GER,Summer,Cycling,30,33,322,31
GER,Summer,Diving,12,6,129,12
GER,Summer,Equestrianism,34,77,158,32
GER,Summer,Fencing,38,19,309,16
GER,Summer,Figure Skating,0,2,0,1
GER,Summer,Football,69,18,89,17
GER,Summer,Golf,0,0,4,0
GER,Summer,Gymnastics,19,46,917,12
GER,Summer,Handball,15,22,106,15
GER,Summer,Hockey,79,65,148,38
GER,Summer,Judo,14,3,68,3
GER,Summer,Modern Pentathlon,1,2,48,0
GER,Summer,Polo,0,0,4,0
GER,Summer,Rhythmic Gymnastics,0,0,31,0
GER,Summer,Rowing,67,105,290,64
GER,Summer,Rugby,0,0,0,15
GER,Summer,Sailing,18,10,141,12
GER,Summer,Shooting,11,11,219,9
GER,Summer,Swimming,80,17,555,59
GER,Summer,Synchronized Swimming,0,0,4,0
GER,Summer,Table Tennis,8,0,58,8
GER,Summer,Taekwondo,1,0,9,1
GER,Summer,Tennis,3,5,69,7
GER,Summer,Trampolining,1,1,7,0
GER,Summer,Triathlon,0,1,21,1
GER,Summer,Tug-Of-War,1,8,0,0
GER,Summer,Volleyball,0,0,60,0
GER,Summer,Water Polo,0,8,96,19
GER,Summer,Weightlifting,12,6,70,7
GER,Summer,Wrestling,12,5,133,18
GER,Winter,Alpine Skiing,9,14,224,8
GER,Winter,Biathlon,12,34,153,34
GER,Winter,Bobsleigh,19,30,119,14
GER,Winter,Cross Country Skiing,10,6,313,19
GER,Winter,Curling,0,0,40,0
GER,Winter,Figure Skating,6,5,90,5
GER,Winter,Freestyle Skiing,0,0,28,1
GER,Winter,Ice Hockey,10,0,287,0
GER,Winter,Luge,10,24,38,13
GER,Winter,Nordic Combined,7,3,69,13
GER,Winter,Short Track Speed Skating,0,0,63,0
GER,Winter,Skeleton,1,0,17,1
GER,Winter,Ski Jumping,2,15,90,9
GER,Winter,Snowboarding,1,1,49,3
GER,Winter,Speed Skating,10,21,242,16
GHA,Summer,Athletics,0,0,190,0
GHA,Summer,Boxing,2,0,53,1
GHA,Summer,Football,20,0,78,0
GHA,Summer,Judo,0,0,2,0
GHA,Summer,Swimming,0,0,2,0
GHA,Summer,Table Tennis,0,0,8,0
GHA,Summer,Weightlifting,0,0,2,0
GHA,Winter,Alpine Skiing,0,0,1,0
GRE,Summer,Archery,0,0,17,0
GRE,Summer,Art Competitions,0,1,8,0
GRE,Summer,Athletics,15,8,631,14
GRE,Summer,Badminton,0,0,2,0
GRE,Summer,Baseball,0,0,23,0
GRE,Summer,Basketball,0,0,60,0
GRE,Summer,Beach Volleyball,0,0,14,0
GRE,Summer,Boxing,0,0,33,0
GRE,Summer,Canoeing,0,0,15,0
GRE,Summer,Cycling,0,1,78,3
GRE,Summer,Diving,0,2,24,0
GRE,Summer,Equestrianism,0,0,12,0
GRE,Summer,Fencing,3,3,137,6
GRE,Summer,Football,11,0,67,0
GRE,Summer,Golf,0,0,1,0
GRE,Summer,Gymnastics,4,6,127,2
GRE,Summer,Handball,0,0,30,0
GRE,Summer,Judo,1,1,22,0
GRE,Summer,Modern Pentathlon,0,0,5,0
GRE,Summer,Rhythmic Gymnastics,6,0,34,0
GRE,Summer,Rowing,11,17,139,27
GRE,Summer,Sailing,8,6,125,2
GRE,Summer,Shooting,8,6,363,11
GRE,Summer,Softball,0,0,14,0
GRE,Summer,Swimming,2,1,235,4
GRE,Summer,Synchronized Swimming,0,0,20,0
GRE,Summer,Table Tennis,0,0,21,0
GRE,Summer,Taekwondo,0,1,7,3
GRE,Summer,Tennis,4,1,55,8
GRE,Summer,Trampolining,0,0,1,0
GRE,Summer,Triathlon,0,0,3,0
GRE,Summer,Tug-Of-War,0,0,5,8
GRE,Summer,Volleyball,0,0,24,0
GRE,Summer,Water Polo,0,0,187,13
GRE,Summer,Weightlifting,4,7,67,5
GRE,Summer,Wrestling,7,1,132,3
GRE,Winter,Alpine Skiing,0,0,100,0
GRE,Winter,Biathlon,0,0,17,0
GRE,Winter,Bobsleigh,0,0,10,0
GRE,Winter,Cross Country Skiing,0,0,50,0
GRE,Winter,Luge,0,0,3,0
GRE,Winter,Skeleton,0,0,3,0
GRE,Winter,Ski Jumping,0,0,2,0
GRE,Winter,Snowboarding,0,0,3,0
GRN,Summer,Athletics,0,1,36,1
GRN,Summer,Boxing,0,0,9,0
GRN,Summer,Swimming,0,0,6,0
GRN,Summer,Taekwondo,0,0,1,0
GUA,Summer,Art Competitions,0,0,1,0
GUA,Summer,Athletics,0,0,75,1
GUA,Summer,Badminton,0,0,5,0
GUA,Summer,Boxing,0,0,7,0
GUA,Summer,Canoeing,0,0,1,0
GUA,Summer,Cycling,0,0,35,0
GUA,Summer,Equestrianism,0,0,6,0
GUA,Summer,Fencing,0,0,7,0
GUA,Summer,Football,0,0,53,0
GUA,Summer,Gymnastics,0,0,18,0
GUA,Summer,Judo,0,0,5,0
GUA,Summer,Modern Pentathlon,0,0,6,0
GUA,Summer,Rowing,0,0,3,0
GUA,Summer,Sailing,0,0,9,0
GUA,Summer,Shooting,0,0,51,0
GUA,Summer,Swimming,0,0,85,0
GUA,Summer,Taekwondo,0,0,5,0
GUA,Summer,Weightlifting,0,0,13,0
GUA,Summer,Wrestling,0,0,24,0
GUA,Winter,Alpine Skiing,0,0,11,0
GUA,Winter,Cross Country Skiing,0,0,4,0
GUI,Summer,Athletics,0,0,29,0
GUI,Summer,Boxing,0,0,7,0
GUI,Summer,Football,0,0,15,0
GUI,Summer,Judo,0,0,11,0
GUI,Summer,Swimming,0,0,8,0
GUI,Summer,Taekwondo,0,0,1,0
GUI,Summer,Wrestling,0,0,2,0
GUM,Summer,Archery,0,0,1,0
GUM,Summer,Athletics,0,0,20,0
GUM,Summer,Boxing,0,0,1,0
GUM,Summer,Canoeing,0,0,2,0
GUM,Summer,Cycling,0,0,18,0
GUM,Summer,Judo,0,0,7,0
GUM,Summer,Sailing,0,0,8,0
GUM,Summer,Swimming,0,0,44,0
GUM,Summer,Weightlifting,0,0,4,0
GUM,Summer,Wrestling,0,0,6,0
GUM,Winter,Biathlon,0,0,1,0
GUY,Summer,Athletics,0,0,53,0
GUY,Summer,Boxing,1,0,17,0
GUY,Summer,Cycling,0,0,16,0
GUY,Summer,Judo,0,0,1,0
GUY,Summer,Swimming,0,0,6,0
GUY,Summer,Weightlifting,0,0,8,0
HAI,Summer,Art Competitions,0,0,1,0
HAI,Summer,Athletics,0,0,58,1
HAI,Summer,Boxing,0,0,6,0
HAI,Summer,Fencing,0,0,5,0
HAI,Summer,Judo,0,0,14,0
HAI,Summer,Rugby,0,1,0,0
HAI,Summer,Shooting,5,0,4,0
HAI,Summer,Swimming,0,0,3,0
HAI,Summer,Taekwondo,0,0,2,0
HAI,Summer,Tennis,0,0,3,0
HAI,Summer,Weightlifting,0,0,2,0
HAI,Summer,Wrestling,0,0,1,0
HKG,Summer,Archery,0,0,11,0
HKG,Summer,Athletics,0,0,36,0
HKG,Summer,Badminton,0,0,36,0
HKG,Summer,Boxing,0,0,2,0
HKG,Summer,Canoeing,0,0,27,0
HKG,Summer,Cycling,1,0,53,0
HKG,Summer,Diving,0,0,7,0
HKG,Summer,Equestrianism,0,0,6,0
HKG,Summer,Fencing,0,0,68,0
HKG,Summer,Golf,0,0,1,0
HKG,Summer,Gymnastics,0,0,9,0
HKG,Summer,Hockey,0,0,17,0
HKG,Summer,Judo,0,0,17,0
HKG,Summer,Rowing,0,0,21,0
HKG,Summer,Sailing,0,1,38,0
HKG,Summer,Shooting,0,0,35,0
HKG,Summer,Swimming,0,0,205,0
HKG,Summer,Table Tennis,0,0,76,2
HKG,Summer,Triathlon,0,0,3,0
HKG,Summer,Weightlifting,0,0,1,0
HKG,Winter,Short Track Speed Skating,0,0,12,0
HON,Summer,Athletics,0,0,30,0
HON,Summer,Boxing,0,0,6,0
HON,Summer,Fencing,0,0,1,0
HON,Summer,Football,0,0,68,0
HON,Summer,Judo,0,0,7,0
HON,Summer,Rowing,0,0,1,0
HON,Summer,Shooting,0,0,1,0
HON,Summer,Swimming,0,0,65,0
HON,Summer,Table Tennis,0,0,1,0
HON,Summer,Taekwondo,0,0,2,0
HON,Summer,Weightlifting,0,0,3,0
HON,Summer,Wrestling,0,0,1,0
HON,Winter,Cross Country Skiing,0,0,3,0
HUN,Summer,Archery,0,0,14,0
HUN,Summer,Art Competitions,1,1,82,3
HUN,Summer,Athletics,26,11,715,15
HUN,Summer,Badminton,0,0,7,0
HUN,Summer,Basketball,0,0,61,0
HUN,Summer,Boxing,8,10,90,2
HUN,Summer,Canoeing,44,52,148,62
HUN,Summer,Cycling,0,0,121,0
HUN,Summer,Diving,0,0,39,0
HUN,Summer,Equestrianism,1,0,83,0
HUN,Summer,Fencing,73,103,392,60
HUN,Summer,Football,16,46,53,17
HUN,Summer,Gymnastics,45,20,1131,46
HUN,Summer,Handball,30,0,160,15
HUN,Summer,Hockey,0,0,15,0
HUN,Summer,Judo,5,1,67,3
HUN,Summer,Modern Pentathlon,9,17,55,12
HUN,Summer,Polo,0,0,5,0
HUN,Summer,Rhythmic Gymnastics,0,0,7,0
HUN,Summer,Rowing,4,0,186,4
HUN,Summer,Sailing,2,0,75,0
HUN,Summer,Shooting,7,7,281,3
HUN,Summer,Swimming,26,36,625,32
HUN,Summer,Synchronized Swimming,0,0,4,0
HUN,Summer,Table Tennis,0,0,36,0
HUN,Summer,Taekwondo,0,0,1,0
HUN,Summer,Tennis,1,0,59,0
HUN,Summer,Triathlon,0,0,12,0
HUN,Summer,Volleyball,0,0,47,0
HUN,Summer,Water Polo,36,107,132,29
HUN,Summer,Weightlifting,9,2,79,9
HUN,Summer,Wrestling,20,19,224,16
HUN,Winter,Alpine Skiing,0,0,99,0
HUN,Winter,Biathlon,0,0,67,0
HUN,Winter,Bobsleigh,0,0,19,0
HUN,Winter,Cross Country Skiing,0,0,51,0
HUN,Winter,Figure Skating,8,0,49,4
HUN,Winter,Ice Hockey,0,0,40,0
HUN,Winter,Nordic Combined,0,0,6,0
HUN,Winter,Short Track Speed Skating,0,0,56,0
HUN,Winter,Ski Jumping,0,0,11,0
HUN,Winter,Speed Skating,0,0,68,0
INA,Summer,Archery,0,0,35,3
INA,Summer,Athletics,0,0,44,0
INA,Summer,Badminton,8,11,70,9
INA,Summer,Beach Volleyball,0,0,4,0
INA,Summer,Boxing,0,0,21,0
INA,Summer,Canoeing,0,0,7,0
INA,Summer,Cycling,0,0,12,0
INA,Summer,Diving,0,0,4,0
INA,Summer,Fencing,0,0,11,0
INA,Summer,Football,0,0,13,0
INA,Summer,Judo,0,0,9,0
INA,Summer,Rowing,0,0,3,0
INA,Summer,Sailing,0,0,14,0
INA,Summer,Shooting,0,0,9,0
INA,Summer,Swimming,0,0,42,0
INA,Summer,Table Tennis,0,0,11,0
INA,Summer,Taekwondo,0,0,3,0
INA,Summer,Tennis,0,0,18,0
INA,Summer,Weightlifting,5,0,39,5
INA,Summer,Wrestling,0,0,2,0
IND,Summer,Archery,0,0,56,0
IND,Summer,Art Competitions,0,0,2,0
IND,Summer,Athletics,0,0,267,2
IND,Summer,Badminton,1,0,25,1
IND,Summer,Basketball,0,0,12,0
IND,Summer,Boxing,2,0,54,0
IND,Summer,Cycling,0,0,40,0
IND,Summer,Diving,0,0,2,0
IND,Summer,Equestrianism,0,0,10,0
IND,Summer,Football,0,0,51,0
IND,Summer,Golf,0,0,3,0
IND,Summer,Gymnastics,0,0,88,0
IND,Summer,Hockey,30,130,172,13
IND,Summer,Judo,0,0,15,0
IND,Summer,Rowing,0,0,10,0
IND,Summer,Sailing,0,0,12,0
IND,Summer,Shooting,1,1,101,2
IND,Summer,Swimming,0,0,36,0
IND,Summer,Table Tennis,0,0,26,0
IND,Summer,Tennis,1,0,49,0
IND,Summer,Water Polo,0,0,19,0
IND,Summer,Weightlifting,1,0,39,0
IND,Summer,Wrestling,4,0,99,1
IND,Winter,Alpine Skiing,0,0,16,0
IND,Winter,Alpinism,0,7,0,0
IND,Winter,Cross Country Skiing,0,0,3,0
IND,Winter,Luge,0,0,4,0
IOA,Summer,Athletics,0,0,13,0
IOA,Summer,Boxing,0,0,1,0
IOA,Summer,Canoeing,0,0,7,0
IOA,Summer,Cycling,0,0,8,0
IOA,Summer,Fencing,0,0,2,0
IOA,Summer,Judo,0,0,5,0
IOA,Summer,Rhythmic Gymnastics,0,0,2,0
IOA,Summer,Rowing,0,0,2,0
IOA,Summer,Sailing,0,0,1,0
IOA,Summer,Shooting,3,1,14,1
IOA,Summer,Swimming,0,0,10,0
IOA,Summer,Synchronized Swimming,0,0,5,0
IOA,Summer,Table Tennis,0,0,7,0
IOA,Summer,Tennis,0,0,1,0
IOA,Summer,Weightlifting,0,0,1,0
IOA,Summer,Wrestling,0,0,9,0
IOA,Winter,Luge,0,0,1,0
IRI,Summer,Archery,0,0,5,0
IRI,Summer,Athletics,0,0,60,1
IRI,Summer,Badminton,0,0,1,0
IRI,Summer,Basketball,0,0,25,0
IRI,Summer,Boxing,0,0,55,0
IRI,Summer,Canoeing,0,0,6,0
IRI,Summer,Cycling,0,0,70,0
IRI,Summer,Diving,0,0,1,0
IRI,Summer,Equestrianism,0,0,1,0
IRI,Summer,Fencing,0,0,56,0
IRI,Summer,Football,0,0,48,0
IRI,Summer,Gymnastics,0,0,12,0
IRI,Summer,Judo,0,0,18,0
IRI,Summer,Rowing,0,0,5,0
IRI,Summer,Shooting,0,0,33,0
IRI,Summer,Swimming,0,0,6,0
IRI,Summer,Table Tennis,0,0,9,0
IRI,Summer,Taekwondo,3,2,8,1
IRI,Summer,Volleyball,0,0,12,0
IRI,Summer,Water Polo,0,0,11,0
IRI,Summer,Weightlifting,6,7,56,5
IRI,Summer,Wrestling,20,9,146,14
IRI,Winter,Alpine Skiing,0,0,72,0
IRI,Winter,Cross Country Skiing,0,0,5,0
IRL,Summer,Archery,0,0,11,0
IRL,Summer,Art Competitions,2,0,39,1
IRL,Summer,Athletics,0,4,294,2
IRL,Summer,Badminton,0,0,7,0
IRL,Summer,Basketball,0,0,13,0
IRL,Summer,Boxing,9,2,108,5
IRL,Summer,Canoeing,0,0,48,0
IRL,Summer,Cycling,0,0,73,0
IRL,Summer,Diving,0,0,2,0
IRL,Summer,Equestrianism,1,0,182,0
IRL,Summer,Fencing,0,0,53,0
IRL,Summer,Football,0,0,23,0
IRL,Summer,Golf,0,0,4,0
IRL,Summer,Gymnastics,0,0,18,0
IRL,Summer,Hockey,0,0,16,0
IRL,Summer,Judo,0,0,16,0
IRL,Summer,Modern Pentathlon,0,0,10,0
IRL,Summer,Rowing,0,0,64,2
IRL,Summer,Sailing,0,0,83,3
IRL,Summer,Shooting,0,0,25,0
IRL,Summer,Swimming,1,3,108,0
IRL,Summer,Tennis,0,0,19,0
IRL,Summer,Triathlon,0,0,5,0
IRL,Summer,Water Polo,0,0,14,0
IRL,Summer,Weightlifting,0,0,3,0
IRL,Summer,Wrestling,0,0,9,0
IRL,Winter,Alpine Skiing,0,0,17,0
IRL,Winter,Bobsleigh,0,0,16,0
IRL,Winter,Cross Country Skiing,0,0,4,0
IRL,Winter,Skeleton,0,0,4,0
IRL,Winter,Snowboarding,0,0,2,0
IRQ,Summer,Archery,0,0,1,0
IRQ,Summer,Athletics,0,0,50,0
IRQ,Summer,Basketball,0,0,10,0
IRQ,Summer,Boxing,0,0,22,0
IRQ,Summer,Cycling,0,0,3,0
IRQ,Summer,Football,0,0,80,0
IRQ,Summer,Judo,0,0,2,0
IRQ,Summer,Rowing,0,0,3,0
IRQ,Summer,Shooting,0,0,3,0
IRQ,Summer,Swimming,0,0,4,0
IRQ,Summer,Table Tennis,0,0,1,0
IRQ,Summer,Taekwondo,0,0,1,0
IRQ,Summer,Weightlifting,1,0,28,0
IRQ,Summer,Wrestling,0,0,23,0
ISL,Summer,Art Competitions,0,0,1,0
ISL,Summer,Athletics,1,0,115,1
ISL,Summer,Badminton,0,0,8,0
ISL,Summer,Gymnastics,0,0,25,0
ISL,Summer,Handball,0,0,88,14
ISL,Summer,Judo,1,0,14,0
ISL,Summer,Sailing,0,0,6,0
ISL,Summer,Shooting,0,0,4,0
ISL,Summer,Swimming,0,0,131,0
ISL,Summer,Water Polo,0,0,8,0
ISL,Summer,Weightlifting,0,0,7,0
ISL,Summer,Wrestling,0,0,2,0
ISL,Winter,Alpine Skiing,0,0,145,0
ISL,Winter,Cross Country Skiing,0,0,53,0
ISL,Winter,Ski Jumping,0,0,3,0
ISR,Summer,Athletics,0,0,84,0
ISR,Summer,Badminton,0,0,2,0
ISR,Summer,Basketball,0,0,12,0
ISR,Summer,Boxing,0,0,5,0
ISR,Summer,Canoeing,1,0,14,0
ISR,Summer,Cycling,0,0,4,0
ISR,Summer,Diving,0,0,3,0
ISR,Summer,Fencing,0,0,21,0
ISR,Summer,Football,0,0,32,0
ISR,Summer,Golf,0,0,1,0
ISR,Summer,Gymnastics,0,0,90,0
ISR,Summer,Judo,4,0,27,1
ISR,Summer,Rhythmic Gymnastics,0,0,25,0
ISR,Summer,Sailing,2,1,52,0
ISR,Summer,Shooting,0,0,64,0
ISR,Summer,Swimming,0,0,131,0
ISR,Summer,Synchronized Swimming,0,0,8,0
ISR,Summer,Table Tennis,0,0,1,0
ISR,Summer,Taekwondo,0,0,3,0
ISR,Summer,Tennis,0,0,20,0
ISR,Summer,Triathlon,0,0,1,0
ISR,Summer,Weightlifting,0,0,12,0
ISR,Summer,Wrestling,0,0,17,0
ISR,Winter,Alpine Skiing,0,0,4,0
ISR,Winter,Figure Skating,0,0,17,0
ISR,Winter,Short Track Speed Skating,0,0,6,0
ISV,Summer,Athletics,0,0,61,0
ISV,Summer,Boxing,0,0,10,0
ISV,Summer,Cycling,0,0,2,0
ISV,Summer,Equestrianism,0,0,4,0
ISV,Summer,Fencing,0,0,5,0
ISV,Summer,Sailing,0,0,47,1
ISV,Summer,Shooting,0,0,23,0
ISV,Summer,Swimming,0,0,81,0
ISV,Summer,Weightlifting,0,0,1,0
ISV,Summer,Wrestling,0,0,4,0
ISV,Winter,Alpine Skiing,0,0,9,0
ISV,Winter,Bobsleigh,0,0,38,0
